ID,Name,Gender,Race,Height,Publisher,Alignment,Weight,Manipulative,Resourceful,Dismissive,Intelligent,Trusting,Loyal,Stubborn,Brave,HouseID,House,STR,DEX,CON,INT,WIS,CHA,Level,HP
A705,Walrus,Male,Human,183,Marvel Comics,bad,162,8,9,3,3,4,7,8,5,1,Slytherin,11,11,11,15,10,17,7,49
A711,Wasp,Female,Human,163,Marvel Comics,good,50,7,9,6,4,7,7,7,5,1,Slytherin,17,18,15,17,12,13,3,30
A719,Wolfsbane,Female,NA,366,Marvel Comics,good,473,6,6,4,5,8,3,1,7,1,Slytherin,18,12,17,10,15,18,9,54
A728,Yellow Claw,Male,NA,188,Marvel Comics,bad,95,9,10,3,9,3,7,6,6,1,Slytherin,17,16,13,16,11,10,7,63
A729,Yellowjacket,Male,Human,183,Marvel Comics,good,83,8,9,9,8,2,4,3,6,1,Slytherin,15,17,11,17,10,13,8,64
A734,Zoom,Male,NA,185,DC Comics,bad,81,7,9,5,3,5,3,5,6,1,Slytherin,17,17,16,18,13,12,2,16
A003,Abin Sur,Male,Ungaran,185,DC Comics,good,90,6,3,8,8,5,4,2,5,2,Ravenclaw,13,11,13,11,15,13,2,18
A008,Adam Strange,Male,Human,185,DC Comics,good,88,7,3,6,6,4,4,2,9,2,Ravenclaw,15,13,17,11,14,14,7,63
A010,Agent Bob,Male,Human,178,Marvel Comics,good,81,6,8,9,8,2,4,7,7,2,Ravenclaw,13,10,18,18,13,12,14,84
A012,Air-Walker,Male,NA,188,Marvel Comics,bad,108,6,2,9,10,4,8,5,1,2,Ravenclaw,16,15,18,10,11,14,6,48
A014,Alan Scott,Male,NA,180,DC Comics,good,90,5,9,8,10,6,9,3,7,2,Ravenclaw,9,15,13,16,12,13,2,16
A023,Angel,Male,NA,183,Marvel Comics,good,68,8,7,10,10,4,7,3,2,2,Ravenclaw,14,16,10,13,11,17,6,48
A029,Annihilus,Male,NA,180,Marvel Comics,bad,90,2,6,8,9,7,1,3,7,2,Ravenclaw,12,11,14,11,16,14,15,150
A037,Aqualad,Male,Atlantean,178,DC Comics,good,106,3,6,6,6,4,4,2,8,2,Ravenclaw,9,17,13,12,15,11,4,32
A038,Aquaman,Male,Atlantean,185,DC Comics,good,146,3,7,10,7,4,5,6,7,2,Ravenclaw,13,15,14,11,11,12,4,40
A045,Armor,Female,NA,163,Marvel Comics,good,50,4,5,9,7,5,5,5,5,2,Ravenclaw,11,10,14,15,12,16,3,27
A047,Astro Boy,Male,NA,NA,,good,NA,5,5,8,6,3,2,6,4,2,Ravenclaw,9,10,14,18,15,13,2,14
A050,Atom,Male,NA,178,DC Comics,good,68,6,7,7,8,7,7,2,4,2,Ravenclaw,8,16,18,15,14,16,12,72
A059,Aztar,Male,NA,NA,DC Comics,good,NA,4,6,7,7,3,3,6,6,2,Ravenclaw,12,13,13,18,14,12,12,120
A065,Batgirl III,Female,NA,NA,DC Comics,good,NA,8,2,8,7,2,6,1,7,2,Ravenclaw,18,13,16,16,17,14,7,63
A067,Batgirl V,Female,NA,NA,DC Comics,good,NA,2,4,8,7,8,6,4,6,2,Ravenclaw,9,17,17,12,10,10,13,130
A071,Batman II,Male,Human,178,DC Comics,good,79,3,5,7,8,6,4,3,5,2,Ravenclaw,13,10,13,18,17,10,11,88
A072,Battlestar,Male,NA,198,Marvel Comics,good,133,7,3,10,7,8,2,9,7,2,Ravenclaw,16,11,17,10,14,16,1,9
A074,Beak,Male,NA,175,Marvel Comics,good,63,6,6,10,8,4,7,6,5,2,Ravenclaw,15,11,11,15,14,12,2,18
A077,Beetle,Male,NA,NA,Marvel Comics,bad,NA,1,3,8,9,9,3,4,8,2,Ravenclaw,10,10,18,13,14,11,8,56
A079,Beta Ray Bill,Male,NA,201,Marvel Comics,good,216,7,7,10,8,6,4,8,4,2,Ravenclaw,8,15,12,11,16,18,4,24
A089,Bird-Man,Male,Human,NA,Marvel Comics,bad,NA,3,2,7,6,1,8,8,9,2,Ravenclaw,13,18,16,11,10,18,13,78
A090,Bird-Man II,Male,Human,NA,Marvel Comics,bad,NA,5,8,6,6,7,3,9,3,2,Ravenclaw,11,15,10,11,10,14,15,135
A097,Black Canary,Female,Human,165,DC Comics,good,58,3,4,10,8,3,2,7,7,2,Ravenclaw,13,18,11,17,17,16,5,30
A099,Black Cat,Female,Human,178,Marvel Comics,good,54,9,5,7,9,5,1,7,7,2,Ravenclaw,9,11,16,10,14,14,10,60
A103,Black Lightning,Male,NA,185,DC Comics,good,90,4,2,8,7,7,5,8,6,2,Ravenclaw,15,13,11,17,18,17,1,6
A111,Blackwulf,Male,Alien,188,Marvel Comics,NA,88,7,6,9,8,8,6,5,6,2,Ravenclaw,15,11,17,16,14,18,2,20
A116,Blizzard,Male,NA,NA,Marvel Comics,bad,NA,3,3,9,9,5,3,4,6,2,Ravenclaw,11,10,14,11,16,18,14,112
A119,Blob,Male,NA,178,Marvel Comics,bad,230,8,5,9,9,9,6,2,5,2,Ravenclaw,15,10,16,11,17,18,12,84
A132,Booster Gold,Male,Human,196,DC Comics,good,97,8,4,9,6,5,7,3,6,2,Ravenclaw,16,14,15,18,17,12,11,77
A134,Box III,NA,NA,193,Marvel Comics,good,110,7,5,7,9,9,4,4,7,2,Ravenclaw,11,18,16,13,10,15,3,24
A138,Brother Voodoo,Male,Human,183,Marvel Comics,good,99,3,7,7,10,7,9,5,6,2,Ravenclaw,8,18,17,18,17,10,5,45
A140,Buffy,Female,Human,157,Dark Horse Comics,good,52,6,7,7,8,3,4,7,5,2,Ravenclaw,14,15,17,12,18,10,3,30
A141,Bullseye,Male,Human,183,Marvel Comics,bad,90,5,2,9,10,5,7,5,7,2,Ravenclaw,9,16,11,11,12,13,8,80
A143,Bumbleboy,Male,NA,NA,Marvel Comics,good,NA,1,6,9,8,2,3,6,7,2,Ravenclaw,10,13,14,17,10,18,4,28
A144,Bushido,Male,Human,NA,DC Comics,good,NA,5,6,10,10,1,2,1,2,2,Ravenclaw,10,18,17,10,15,14,7,56
A146,Callisto,Female,NA,175,Marvel Comics,bad,74,5,7,8,8,8,4,3,2,2,Ravenclaw,15,15,13,12,13,13,13,91
A149,Captain America,Male,Human,188,Marvel Comics,good,108,4,3,10,7,5,8,4,3,2,Ravenclaw,14,11,12,14,13,12,4,32
A156,Captain Marvel,Female,Human-Kree,180,Marvel Comics,good,74,8,4,8,8,7,3,5,8,2,Ravenclaw,11,14,13,13,12,11,10,80
A159,Captain Midnight,Male,Human,NA,Dark Horse Comics,good,NA,6,7,7,7,7,3,1,7,2,Ravenclaw,14,12,14,18,13,10,11,88
A167,Century,Male,Alien,201,Marvel Comics,good,97,7,4,8,6,4,1,7,8,2,Ravenclaw,8,13,18,15,10,17,1,9
A171,Changeling,Male,NA,180,Marvel Comics,bad,81,3,5,8,6,3,5,2,3,2,Ravenclaw,12,11,17,11,13,12,3,24
A172,Cheetah,Female,Human,163,DC Comics,bad,50,7,3,9,8,6,7,2,7,2,Ravenclaw,16,18,14,14,10,16,7,63
A181,Clock King,Male,Human,178,DC Comics,bad,78,9,7,7,6,6,2,3,5,2,Ravenclaw,8,12,13,17,14,16,10,60
A182,Cogliostro,Male,NA,NA,Image Comics,bad,NA,6,7,9,9,8,2,9,3,2,Ravenclaw,9,10,10,14,13,17,6,54
A186,Copycat,Female,Mutant,183,Marvel Comics,neutral,67,7,4,8,10,5,4,5,4,2,Ravenclaw,17,15,11,11,16,17,12,108
A189,Crimson Crusader,Male,NA,NA,Marvel Comics,good,NA,4,8,8,10,2,5,7,2,2,Ravenclaw,14,16,14,13,12,10,11,66
A194,Cyborg,Male,Cyborg,198,DC Comics,good,173,7,8,9,7,5,3,9,6,2,Ravenclaw,15,13,11,18,18,10,1,9
A196,Cyclops,Male,Mutant,191,Marvel Comics,good,88,3,8,7,7,7,2,1,2,2,Ravenclaw,16,10,16,16,17,18,5,45
A201,Daredevil,Male,Human,183,Marvel Comics,good,90,7,3,7,10,5,7,3,5,2,Ravenclaw,17,16,10,16,16,17,2,16
A207,Darth Maul,Male,Dathomirian Zabrak,170,George Lucas,bad,NA,6,4,9,7,3,6,3,1,2,Ravenclaw,11,15,12,11,10,13,7,70
A212,Deadman,Male,Human,183,DC Comics,good,90,4,6,9,7,3,4,3,6,2,Ravenclaw,11,10,10,14,12,15,6,36
A220,DL Hawkins,Male,NA,NA,NBC - Heroes,good,NA,7,8,6,6,5,7,7,5,2,Ravenclaw,10,17,18,15,16,13,13,78
A226,Doctor Strange,Male,Human,188,Marvel Comics,good,81,5,7,6,10,4,7,1,6,2,Ravenclaw,11,11,10,13,11,16,9,81
A227,Domino,Female,Human,173,Marvel Comics,good,54,5,5,9,7,4,4,2,2,2,Ravenclaw,8,15,18,16,13,14,15,90
A235,Ego,NA,NA,NA,Marvel Comics,bad,NA,3,9,7,7,5,4,3,4,2,Ravenclaw,16,16,17,10,11,12,11,88
A250,Fabian Cortez,NA,NA,196,Marvel Comics,bad,96,4,5,10,8,8,8,6,5,2,Ravenclaw,8,16,14,18,11,14,5,40
A251,Falcon,Male,Human,188,Marvel Comics,good,108,5,6,7,9,6,3,8,2,2,Ravenclaw,16,11,14,12,14,16,12,108
A263,Flash,Male,Human,180,DC Comics,good,81,2,3,9,7,3,5,7,2,2,Ravenclaw,8,14,15,15,15,13,6,42
A266,Flash III,Male,Human,183,DC Comics,good,86,6,4,7,9,3,7,3,1,2,Ravenclaw,14,10,16,11,17,12,6,60
A268,Forge,NA,NA,183,Marvel Comics,good,81,5,9,9,10,7,7,5,3,2,Ravenclaw,9,18,17,10,10,18,6,48
A269,Franklin Richards,Male,Mutant,142,Marvel Comics,good,45,9,8,9,9,2,4,8,6,2,Ravenclaw,8,12,18,13,10,18,5,35
A276,Garbage Man,Male,Mutant,NA,DC Comics,good,NA,2,3,8,7,2,5,4,6,2,Ravenclaw,11,12,15,13,18,12,5,35
A280,Ghost Rider,Male,Demon,188,Marvel Comics,good,99,4,4,8,10,1,7,7,7,2,Ravenclaw,14,10,11,14,16,11,8,64
A282,Giant-Man,Male,Human,NA,Marvel Comics,good,NA,7,7,10,6,4,6,9,7,2,Ravenclaw,15,18,14,18,16,16,15,135
A285,Gladiator,Male,Strontian,198,Marvel Comics,neutral,268,7,9,8,8,3,4,4,3,2,Ravenclaw,18,11,12,11,17,11,11,88
A289,Goku,Male,Saiyan,175,Shueisha,good,62,5,9,9,10,6,2,5,3,2,Ravenclaw,11,13,12,14,17,18,9,72
A292,Goliath,Male,Human,NA,Marvel Comics,good,NA,5,7,7,8,7,1,4,4,2,Ravenclaw,13,18,16,14,14,14,2,20
A307,Han Solo,Male,Human,183,George Lucas,good,79,6,6,10,10,1,6,6,2,2,Ravenclaw,12,13,12,13,18,15,2,12
A312,Hawk,Male,NA,185,DC Comics,good,89,2,3,10,7,5,6,4,6,2,Ravenclaw,16,14,17,14,16,13,13,130
A315,Hawkgirl,Female,NA,175,DC Comics,good,61,8,6,8,6,3,2,2,5,2,Ravenclaw,14,17,15,17,12,12,1,10
A322,Hellboy,Male,Demon,259,Dark Horse Comics,good,158,3,8,9,7,3,1,2,3,2,Ravenclaw,9,12,17,10,15,17,8,72
A325,Hercules,Male,Demi-God,196,Marvel Comics,good,146,6,6,8,7,4,8,3,2,2,Ravenclaw,12,18,11,18,16,10,7,63
A326,Hiro Nakamura,Male,NA,NA,NBC - Heroes,good,NA,6,8,8,8,4,2,4,3,2,Ravenclaw,17,13,15,16,15,18,13,104
A329,Hollow,Female,NA,170,Marvel Comics,good,NA,3,6,7,7,8,3,4,7,2,Ravenclaw,18,11,16,17,17,17,15,105
A334,Huntress,Female,NA,180,DC Comics,good,59,1,5,9,6,6,4,9,2,2,Ravenclaw,12,14,16,10,10,14,14,140
A336,Hybrid,Male,Symbiote,175,Marvel Comics,good,77,1,2,9,6,7,6,3,5,2,Ravenclaw,8,14,15,18,18,14,13,91
A342,Indigo,Female,Alien,NA,DC Comics,neutral,NA,9,9,10,6,3,8,5,5,2,Ravenclaw,14,18,16,18,16,18,7,42
A343,Ink,Male,Mutant,180,Marvel Comics,good,81,4,6,7,9,5,6,6,6,2,Ravenclaw,16,10,12,18,18,12,7,70
A353,James T. Kirk,Male,Human,178,Star Trek,good,77,5,9,8,10,4,5,6,7,2,Ravenclaw,13,17,10,10,14,15,15,120
A355,Jason Bourne,Male,Human,NA,,good,NA,7,2,9,7,3,4,3,8,2,Ravenclaw,9,17,12,11,15,17,1,9
A356,Jean Grey,Female,Mutant,168,Marvel Comics,good,52,8,5,10,10,2,6,2,6,2,Ravenclaw,13,10,16,15,18,12,8,64
A361,Jessica Jones,Female,Human,170,Marvel Comics,good,56,6,7,7,10,1,7,8,2,2,Ravenclaw,13,17,18,16,13,15,12,96
A362,Jessica Sanders,Female,NA,NA,NBC - Heroes,good,NA,2,3,7,7,6,7,6,3,2,Ravenclaw,11,17,10,12,14,17,9,54
A376,Justice,Male,Human,178,Marvel Comics,good,81,1,3,8,9,3,7,5,8,2,Ravenclaw,15,10,17,15,18,18,13,78
A377,Jyn Erso,Female,Human,NA,George Lucas,good,NA,3,6,7,6,3,8,6,5,2,Ravenclaw,13,13,15,16,14,13,11,99
A379,Kang,Male,NA,191,Marvel Comics,bad,104,3,6,7,7,9,5,6,5,2,Ravenclaw,14,16,13,15,13,18,10,90
A383,Kevin 11,Male,Human,NA,DC Comics,good,NA,5,3,6,9,6,5,4,8,2,Ravenclaw,13,11,12,10,15,15,13,91
A392,Kingpin,Male,Human,201,Marvel Comics,bad,203,5,3,10,10,9,8,8,5,2,Ravenclaw,17,11,10,10,12,18,5,40
A394,Kool-Aid Man,Male,NA,NA,,good,NA,4,8,9,7,4,4,4,5,2,Ravenclaw,13,10,12,14,13,10,8,48
A395,Kraven II,Male,Human,191,Marvel Comics,bad,99,8,4,7,7,5,7,8,2,2,Ravenclaw,9,10,12,10,17,18,15,105
A396,Kraven the Hunter,Male,Human,183,Marvel Comics,bad,106,7,1,7,8,2,3,1,2,2,Ravenclaw,8,14,16,14,13,14,11,66
A404,Legion,Male,Mutant,175,Marvel Comics,good,59,6,6,8,7,3,1,3,4,2,Ravenclaw,9,18,16,12,16,16,11,110
A410,Living Brain,NA,NA,198,Marvel Comics,bad,360,1,9,6,6,5,7,5,7,2,Ravenclaw,10,16,11,16,12,12,15,135
A416,Longshot,Male,Human,188,Marvel Comics,good,36,8,3,7,8,6,6,6,4,2,Ravenclaw,15,17,17,16,14,17,15,90
A423,Machine Man,NA,NA,183,Marvel Comics,good,383,3,7,7,7,6,8,7,7,2,Ravenclaw,16,15,13,13,12,17,6,36
A430,Man-Wolf,Male,NA,188,Marvel Comics,good,90,3,4,9,7,3,6,7,5,2,Ravenclaw,14,16,16,16,12,15,6,54
A437,Match,Male,NA,NA,DC Comics,bad,NA,3,2,8,9,5,5,4,9,2,Ravenclaw,11,16,12,15,12,14,9,81
A449,Metron,Male,NA,185,DC Comics,good,86,6,9,9,6,3,4,7,5,2,Ravenclaw,17,10,11,15,18,12,1,10
A457,Mister Fantastic,Male,Human / Radiation,185,Marvel Comics,good,81,6,7,7,9,5,8,3,5,2,Ravenclaw,17,16,18,15,18,16,9,81
A459,Mister Knife,Male,Spartoi,NA,Marvel Comics,bad,NA,5,1,9,6,8,8,3,3,2,Ravenclaw,16,12,14,17,16,13,1,8
A466,Mohinder Suresh,Male,NA,NA,NBC - Heroes,good,NA,6,3,8,8,2,8,6,3,2,Ravenclaw,9,14,16,11,18,13,10,60
A467,Moloch,Male,NA,NA,DC Comics,bad,NA,5,3,7,9,4,5,6,1,2,Ravenclaw,13,18,13,12,13,18,12,120
A468,Molten Man,Male,NA,196,Marvel Comics,bad,248,7,5,9,7,9,4,4,6,2,Ravenclaw,11,13,16,12,13,16,14,98
A486,Naruto Uzumaki,Male,Human,168,Shueisha,good,54,6,6,8,10,2,3,8,5,2,Ravenclaw,8,18,17,14,13,17,3,30
A496,Northstar,Male,NA,180,Marvel Comics,good,83,7,4,8,10,7,5,8,7,2,Ravenclaw,14,18,13,16,18,15,11,88
A504,One-Above-All,NA,Cosmic Entity,NA,Marvel Comics,neutral,NA,9,4,8,6,4,7,6,9,2,Ravenclaw,12,13,11,17,13,18,5,40
A510,Parademon,NA,Parademon,NA,DC Comics,bad,NA,6,7,10,6,7,1,4,9,2,Ravenclaw,12,16,14,18,15,13,10,100
A521,Plastic Lad,Male,NA,NA,DC Comics,good,NA,7,8,8,6,4,4,3,6,2,Ravenclaw,17,17,14,18,14,10,15,120
A522,Plastic Man,Male,Human,185,DC Comics,good,80,4,6,7,9,4,9,6,5,2,Ravenclaw,11,18,10,10,12,16,4,40
A529,Professor X,Male,Mutant,183,Marvel Comics,good,86,6,6,8,8,3,6,4,4,2,Ravenclaw,10,17,14,16,17,17,4,40
A533,Punisher,Male,Human,183,Marvel Comics,good,90,5,5,8,7,6,2,4,3,2,Ravenclaw,14,16,16,14,11,18,12,72
A536,Q,Male,God / Eternal,NA,Star Trek,NA,NA,6,4,9,7,3,6,5,4,2,Ravenclaw,11,13,14,16,16,15,5,35
A537,Quantum,Male,NA,NA,HarperCollins,good,NA,4,2,8,10,2,9,8,6,2,Ravenclaw,11,17,16,14,12,10,15,90
A544,Raphael,Male,Mutant,NA,IDW Publishing,good,NA,2,7,6,7,5,4,7,2,2,Ravenclaw,8,12,17,14,10,16,12,72
A551,Red Mist,Male,NA,NA,Icon Comics,bad,NA,5,6,10,7,5,3,4,3,2,Ravenclaw,11,17,17,14,18,11,13,104
A553,Red Skull,Male,NA,188,Marvel Comics,bad,108,3,6,9,9,7,6,3,3,2,Ravenclaw,16,11,15,14,17,14,9,54
A556,Redeemer III,Male,NA,NA,Image Comics,bad,NA,7,5,9,9,4,1,7,4,2,Ravenclaw,13,17,11,16,13,10,7,56
A557,Renata Soliz,Female,NA,NA,HarperCollins,good,NA,5,3,7,9,2,1,7,1,2,Ravenclaw,12,17,13,16,10,14,2,20
A562,Rip Hunter,Male,Human,NA,DC Comics,good,NA,2,7,7,8,7,2,3,1,2,Ravenclaw,16,16,16,13,14,13,14,112
A563,Ripcord,Female,NA,180,Marvel Comics,good,72,5,2,10,8,2,3,5,5,2,Ravenclaw,18,17,17,18,10,15,14,84
A564,Robin,Male,Human,178,DC Comics,good,79,3,8,8,8,5,5,7,1,2,Ravenclaw,12,15,14,14,14,10,14,126
A565,Robin II,Male,Human,183,DC Comics,good,101,6,6,7,7,7,6,4,4,2,Ravenclaw,12,12,12,10,16,12,3,21
A579,Scarecrow,Male,Human,183,DC Comics,bad,63,5,7,9,7,4,3,5,3,2,Ravenclaw,16,13,11,13,12,14,9,90
A587,Shadow King,NA,NA,185,Marvel Comics,good,149,6,9,8,9,4,5,4,6,2,Ravenclaw,18,17,18,17,11,13,8,48
A589,Shadowcat,Female,Mutant,168,Marvel Comics,good,50,3,4,7,7,7,7,9,2,2,Ravenclaw,14,17,18,13,15,11,3,27
A592,She-Hulk,Female,Human,201,Marvel Comics,good,315,7,4,7,8,8,6,7,2,2,Ravenclaw,17,11,11,13,14,16,14,84
A596,Shrinking Violet,Female,NA,NA,DC Comics,good,NA,4,5,8,7,6,8,3,4,2,Ravenclaw,13,15,11,10,15,12,7,42
A604,Sinestro,Male,Korugaran,201,DC Comics,neutral,92,5,5,9,7,7,5,1,2,2,Ravenclaw,12,15,10,10,12,16,7,56
A605,Siren,Female,Atlantean,175,DC Comics,bad,72,5,6,9,7,4,3,4,1,2,Ravenclaw,16,14,15,13,12,10,9,90
A618,Speedy,Male,Human,NA,DC Comics,good,NA,6,4,8,7,3,2,3,6,2,Ravenclaw,10,18,15,14,18,14,4,32
A620,Spider-Carnage,Male,Symbiote,NA,Marvel Comics,bad,NA,1,3,7,10,4,8,8,5,2,Ravenclaw,10,12,11,16,18,18,6,42
A626,Spider-Woman,Female,Human,178,Marvel Comics,good,59,5,6,10,9,2,2,7,5,2,Ravenclaw,11,11,10,11,12,11,5,30
A628,Spider-Woman III,Female,NA,173,Marvel Comics,good,55,8,9,7,8,3,2,5,4,2,Ravenclaw,11,13,18,17,18,10,13,117
A635,Starfire,Female,Tamaranean,193,DC Comics,good,71,2,7,8,6,5,4,4,7,2,Ravenclaw,15,18,10,12,16,17,4,36
A638,Steel,Male,NA,201,DC Comics,good,131,8,3,8,7,6,1,5,9,2,Ravenclaw,11,14,17,13,12,17,12,84
A639,Stephanie Powell,Female,NA,NA,ABC Studios,good,NA,6,4,7,6,7,2,2,4,2,Ravenclaw,8,10,18,14,14,16,5,50
A640,Steppenwolf,Male,New God,183,DC Comics,bad,91,3,7,7,10,4,3,1,4,2,Ravenclaw,16,10,15,15,15,15,6,42
A645,Superboy-Prime,Male,Kryptonian,180,DC Comics,bad,77,2,6,8,10,4,1,8,1,2,Ravenclaw,9,12,16,16,15,18,11,88
A652,T-1000,Male,Android,183,Dark Horse Comics,bad,146,6,9,7,8,1,7,3,6,2,Ravenclaw,13,13,17,14,18,15,4,28
A657,Tempest,Female,NA,163,Marvel Comics,good,54,4,7,8,10,8,5,6,6,2,Ravenclaw,12,15,13,10,18,17,9,63
A659,The Cape,Male,NA,NA,,good,NA,6,3,7,9,6,6,7,5,2,Ravenclaw,14,12,17,14,10,13,8,56
A660,The Comedian,Male,Human,188,DC Comics,neutral,101,4,6,8,9,7,7,5,2,2,Ravenclaw,10,16,18,11,11,13,15,150
A662,Thor,Male,Asgardian,198,Marvel Comics,good,288,7,9,9,9,3,4,7,6,2,Ravenclaw,18,18,15,16,16,17,11,99
A666,Thunderbird III,Male,NA,175,Marvel Comics,good,74,3,4,9,6,7,3,5,4,2,Ravenclaw,10,14,14,13,16,12,13,117
A670,Tigra,Female,NA,178,Marvel Comics,good,81,3,6,7,9,9,5,6,4,2,Ravenclaw,13,17,14,14,17,15,12,72
A675,Toxin,Male,Symbiote,191,Marvel Comics,good,117,5,3,9,8,5,6,6,2,2,Ravenclaw,12,11,14,10,13,13,5,30
A683,Ultron,Male,Android,206,Marvel Comics,bad,331,3,3,9,8,3,6,3,7,2,Ravenclaw,12,18,16,12,15,14,9,63
A694,Vertigo II,Female,NA,168,Marvel Comics,good,52,1,6,8,6,7,1,4,7,2,Ravenclaw,15,16,18,18,17,11,15,135
A695,Vibe,Male,Human,178,DC Comics,good,71,3,2,8,9,2,6,2,3,2,Ravenclaw,11,13,12,14,10,13,10,70
A700,Vision,Male,Android,191,Marvel Comics,good,135,4,7,9,7,7,1,1,9,2,Ravenclaw,13,13,13,17,13,13,11,110
A710,Warpath,Male,Mutant,218,Marvel Comics,good,158,8,8,8,7,5,2,2,5,2,Ravenclaw,18,14,18,12,17,12,7,56
A712,Watcher,Male,NA,NA,Marvel Comics,good,NA,6,7,6,7,7,9,4,4,2,Ravenclaw,14,10,16,18,16,13,6,36
A718,Wiz Kid,NA,NA,140,Marvel Comics,good,39,2,7,9,6,7,8,2,9,2,Ravenclaw,14,11,16,14,10,16,3,21
A730,Yellowjacket II,Female,Human,165,Marvel Comics,good,52,4,8,6,7,8,4,6,8,2,Ravenclaw,13,14,16,12,16,16,13,104
A731,Ymir,Male,Frost Giant,304.8,Marvel Comics,good,NA,2,7,7,7,6,3,8,4,2,Ravenclaw,9,12,12,17,15,17,9,81
A732,Yeoda,Male,Cool species,66,George Lucas,good,17,5,9,5,9,9,9,3,5,2,Hufflepuff,12,15,15,16,18,12,10,90
A733,Zatanna,Female,Human,170,DC Comics,good,57,9,7,7,9,6,7,7,1,2,Ravenclaw,8,10,15,10,16,14,6,48
A005,Abraxas,Male,Cosmic Entity,NA,Marvel Comics,bad,NA,4,6,6,6,7,9,8,2,3,Hufflepuff,17,16,14,11,13,10,14,84
A006,Absorbing Man,Male,Human,193,Marvel Comics,bad,122,3,3,6,8,10,6,2,4,3,Hufflepuff,10,11,15,10,12,13,10,100
A013,Ajax,Male,Cyborg,193,Marvel Comics,bad,90,9,4,3,6,8,8,4,8,3,Hufflepuff,17,12,17,17,11,13,6,60
A017,Alfred Pennyworth,Male,Human,178,DC Comics,good,72,8,3,5,6,10,6,6,3,3,Hufflepuff,17,15,10,16,17,16,14,126
A022,Ando Masahashi,Male,NA,NA,NBC - Heroes,good,NA,5,5,7,6,8,7,6,8,3,Hufflepuff,17,18,12,13,16,16,1,9
A027,Angela,Female,NA,NA,Image Comics,bad,NA,6,1,7,7,9,7,5,2,3,Hufflepuff,13,18,10,14,15,15,8,56
A030,Ant-Man,Male,Human,211,Marvel Comics,good,122,5,4,7,6,9,9,2,8,3,Hufflepuff,11,17,11,17,17,17,12,72
A035,Apocalypse,Male,Mutant,213,Marvel Comics,bad,135,6,3,8,6,6,9,2,3,3,Hufflepuff,16,16,17,12,16,15,8,72
A052,Atom Girl,Female,NA,168,DC Comics,good,54,9,7,6,1,6,7,4,3,3,Hufflepuff,18,16,12,18,16,11,12,120
A053,Atom II,Male,Human,183,DC Comics,good,81,7,9,1,8,7,10,8,7,3,Hufflepuff,12,15,13,12,13,16,2,16
A054,Atom III,Male,NA,NA,DC Comics,good,NA,8,8,3,7,8,7,5,4,3,Hufflepuff,14,15,14,11,14,10,9,72
A057,Azazel,Male,Neyaphem,183,Marvel Comics,bad,67,3,5,3,7,9,9,6,5,3,Hufflepuff,9,15,15,16,12,18,12,72
A058,Azrael,Male,Human,NA,DC Comics,good,NA,8,5,7,9,9,8,8,5,3,Hufflepuff,11,11,18,12,14,10,3,21
A068,Batgirl VI,Female,NA,168,DC Comics,good,61,3,7,6,3,8,8,7,2,3,Hufflepuff,17,11,13,16,11,15,13,130
A069,Batman,Male,Human,188,DC Comics,good,95,7,8,9,3,9,8,3,2,3,Hufflepuff,16,11,12,17,13,16,4,28
A075,Beast,Male,Mutant,180,Marvel Comics,good,181,5,5,9,4,9,10,7,3,3,Hufflepuff,17,15,15,11,11,14,2,16
A078,Ben 10,Male,NA,NA,DC Comics,good,NA,6,7,3,4,9,8,3,6,3,Hufflepuff,18,14,14,10,13,11,5,45
A082,Big Daddy,Male,NA,NA,Icon Comics,good,NA,4,6,8,7,9,7,6,6,3,Hufflepuff,14,10,17,18,14,16,8,48
A087,Bionic Woman,Female,Cyborg,NA,,good,NA,2,4,4,8,9,8,8,3,3,Hufflepuff,8,18,11,11,12,10,6,42
A091,Birdman,Male,God / Eternal,NA,Hanna-Barbera,good,NA,5,3,5,4,10,10,1,5,3,Hufflepuff,8,11,15,10,11,14,3,30
A093,Bizarro,Male,Bizarro,191,DC Comics,neutral,155,4,7,1,6,9,7,2,3,3,Hufflepuff,12,16,14,15,12,14,6,42
A094,Black Abbott,Male,NA,NA,Marvel Comics,bad,NA,6,6,5,1,6,7,8,6,3,Hufflepuff,17,10,11,14,16,13,7,56
A104,Black Mamba,Female,NA,170,Marvel Comics,bad,52,8,4,1,3,9,7,8,4,3,Hufflepuff,11,10,13,17,17,18,11,88
A106,Black Panther,Male,Human,183,Marvel Comics,good,90,7,8,5,4,6,9,4,7,3,Hufflepuff,17,12,12,10,14,17,13,117
A108,Black Widow II,Female,NA,170,Marvel Comics,good,61,2,2,6,5,8,8,5,6,3,Hufflepuff,13,15,18,12,15,18,14,84
A109,Blackout,Male,Demon,191,Marvel Comics,bad,104,1,4,7,6,10,8,3,5,3,Hufflepuff,10,13,12,11,16,18,2,18
A110,Blackwing,Male,NA,185,Marvel Comics,bad,86,5,8,8,9,6,10,6,9,3,Hufflepuff,8,16,10,15,18,18,5,30
A112,Blade,Male,Vampire,188,Marvel Comics,good,97,1,3,8,5,10,9,6,6,3,Hufflepuff,11,13,18,10,11,14,6,60
A123,Blue Beetle,Male,NA,NA,DC Comics,good,NA,2,1,8,5,9,8,5,5,3,Hufflepuff,15,18,12,17,17,12,7,70
